12021 ,דמוקרטיה ודמוקרטיזציה בעולם הערבי ,חיפה - קמפוס חיפה בנמל 
12021 ,דמוקרטיה ודמוקרטיזציה בעולם הערבי ,חיפה - קמפוס חיפה בבית בירם 
12021 ,דמוקרטיה ודמוקרטיזציה בעולם הערבי ,תל אביב - קמפוס רמת אביב 
12026 ,דמוקרטיה ופמיניזם ,יסוד המעלה - שלטון מקומי 
12026 ,דמוקרטיה ופמיניזם ,אור יהודה - מכללת אור יהודה 
12026 ,דמוקרטיה ופמיניזם ,תל אביב - קמפוס רמת אביב 
12026 ,דמוקרטיה ופמיניזם ,רמלה -האוניברסיטה הפתוחה-קרן רמלה לחינוך 
12026 ,דמוקרטיה ופמיניזם ,אשדוד - מכללת אשדוד 
12001 ,דמוקרטיה: גישה רב-תחומית ,מודיעין - המרכז הרב תחומי 
10411 ,האופרה ,הנחיה מקוונת 
10751 ,האימפריה העות`מאנית: סוגיות נבחרות ,הנחיה מקוונת 
10751 ,האימפריה העות`מאנית: סוגיות נבחרות ,סחנין - מרכז האוניברסיטה הפתוחה 
10751 ,האימפריה העות`מאנית: סוגיות נבחרות ,נצרת - האוניברסיטה הפתוחה 
10751 ,האימפריה העות`מאנית: סוגיות נבחרות ,באר שבע - קמפוס בית יציב 
10830 ,האירוע התאטרוני ,הנחיה מקוונת 
10830 ,האירוע התאטרוני ,ללא מפגשי הנחיה 
10305 ,האנטישמיות במאה ה-19 ,הנחיה מקוונת 
10305 ,האנטישמיות במאה ה-19 ,ללא מפגשי הנחיה 
12422 ,האסלאם בעידן המודרניזציה והגלובליזציה ,תל אביב - קמפוס רמת אביב 
12422 ,האסלאם בעידן המודרניזציה והגלובליזציה ,הנחיה מקוונת 
10432 ,האסלאם: מבוא להיסטוריה של הדת ,הנחיה מקוונת 
10432 ,האסלאם: מבוא להיסטוריה של הדת ,ירושלים - שלוחת המכללה למדעי הספורט 
10432 ,האסלאם: מבוא להיסטוריה של הדת (שפה – ערבית) ,סחנין - מרכז האוניברסיטה הפתוחה 
10432 ,האסלאם: מבוא להיסטוריה של הדת (שפה – ערבית) ,המכללה הישראלית למדעי הספורט - סחנין 
10432 ,האסלאם: מבוא להיסטוריה של הדת (שפה – ערבית) ,נצרת - האוניברסיטה הפתוחה 
10432 ,האסלאם: מבוא להיסטוריה של הדת ,חיפה - קמפוס חיפה בבית בירם 
10432 ,האסלאם: מבוא להיסטוריה של הדת (שפה – ערבית) ,ואדי ערה - קמפוס ואדי ערה 
10432 ,האסלאם: מבוא להיסטוריה של הדת (שפה – ערבית) ,ואדי ערה - קמפוס ואדי ערה 
10432 ,האסלאם: מבוא להיסטוריה של הדת (שפה – ערבית) ,בית ברל - המכללה הקהילתית 
10432 ,האסלאם: מבוא להיסטוריה של הדת ,תל אביב - ביס אליאנס 
10432 ,האסלאם: מבוא להיסטוריה של הדת (שפה – ערבית) ,באר שבע - קמפוס בית יציב 
10432 ,האסלאם: מבוא להיסטוריה של הדת (שפה – ערבית) ,עכו - שלוחת המכללה למדעי הספורט 
20930 ,האקולוגיה וההתנהגות של הזנבן הערבי ,קבוצת קורס ארצית 
12002 ,הדמוקרטיה בישראל: סוגיות נבחרות ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
12002 ,הדמוקרטיה בישראל: סוגיות נבחרות ,שפרעם - מכללת אפאק 
12002 ,הדמוקרטיה בישראל: סוגיות נבחרות ,תל אביב - קמפוס רמת אביב 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",הנחיה מקוונת 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",סחנין - מרכז האוניברסיטה הפתוחה 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",המכללה הישראלית למדעי הספורט - סחנין 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",נצרת - האוניברסיטה הפתוחה 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",חיפה - קמפוס חיפה בבית בירם 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",ואדי ערה - קמפוס ואדי ערה 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",בית ברל - המכללה הקהילתית 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",עכו - שלוחת המכללה למדעי הספורט 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",שדרות - מתנס שדרות 
10575 ,הזדהות עם קבוצות ,חיפה - קמפוס חיפה בבית בירם 
10575 ,הזדהות עם קבוצות ,רעננה - האוניברסיטה הפתוחה ברעננה 
10575 ,הזדהות עם קבוצות ,תל אביב - קמפוס רמת אביב 
10575 ,הזדהות עם קבוצות ,תל אביב - ביס אליאנס 
10575 ,הזדהות עם קבוצות ,רמת גן - מכללת רמת גן 
10575 ,הזדהות עם קבוצות ,באר שבע - קמפוס בית יציב 
10657 ,החברה הערבית בישראל ,הנחיה מקוונת 
10657 ,החברה הערבית בישראל ,המכללה הישראלית למדעי הספורט - סחנין 
10657 ,החברה הערבית בישראל ,נצרת - האוניברסיטה הפתוחה 
10657 ,החברה הערבית בישראל ,חיפה - קמפוס חיפה בבית בירם 
10657 ,החברה הערבית בישראל ,ואדי ערה - קמפוס ואדי ערה 
10657 ,החברה הערבית בישראל ,ואדי ערה - קמפוס ואדי ערה 
10657 ,החברה הערבית בישראל ,בית ברל - המכללה הקהילתית 
10657 ,החברה הערבית בישראל ,בית ברל - מכללת בית ברל 
10657 ,החברה הערבית בישראל ,תל אביב - ביס אליאנס 
10657 ,החברה הערבית בישראל ,רמת גן - מכללת רמת גן 
10657 ,החברה הערבית בישראל ,באר שבע - קמפוס בית יציב 
10657 ,החברה הערבית בישראל ,עכו - שלוחת המכללה למדעי הספורט 
10657 ,החברה הערבית בישראל ,מכללת מרכז הנגב 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון ,הנחיה מקוונת 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון (שפה – ערבית) ,ירושלים - שלוחת המכללה למדעי הספורט 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון (שפה – ערבית) ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון ,ירושלים - המכללה הקהילתית בית חנינה 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון (שפה – ערבית) ,סחנין - מרכז האוניברסיטה הפתוחה 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון (שפה – ערבית) ,מרכז הגולן 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון (שפה – ערבית) ,המכללה הישראלית למדעי הספורט - סחנין 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון (שפה – ערבית) ,נצרת - האוניברסיטה הפתוחה 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון (שפה – ערבית) ,חיפה - קמפוס חיפה בבית בירם 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון (שפה – ערבית) ,אום אל פחם - המרכז הקהילתי העירוני 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון (שפה – ערבית) ,אום אל פחם - המרכז הקהילתי העירוני 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון ,נתניה - מרכז לימוד נתניה 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון ,פתח תקוה - מכללת פתח תקוה 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון ,בית ברל - המכללה הקהילתית 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון (שפה – ערבית) ,עכו - שלוחת המכללה למדעי הספורט 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון (שפה – ערבית) ,עכו - שלוחת המכללה למדעי הספורט 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון (שפה – ערבית) ,עכו - שלוחת המכללה למדעי הספורט 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון ,שדרות - מתנס שדרות 
20220 ,החרקים ,הנחיה מקוונת 
10590 ,היבטים כוליים ביצירות הרב-תחומיות באמנות ,ללא מפגשי הנחיה 
10590 ,היבטים כוליים ביצירות הרב-תחומיות באמנות ,תל אביב - מכון אבני 
10590 ,היבטים כוליים ביצירות הרב-תחומיות באמנות ,רמת השרון - בית הספר רימון 
10590 ,היבטים כוליים ביצירות הרב-תחומיות באמנות ,תל אביב - קמפוס רמת אביב 
14313 ,היבטים פסיכולוגיים של תקשורת דיגיטלית ,רעננה - האוניברסיטה הפתוחה ברעננה 
10524 ,היסטוריה של הפסיכולוגיה ,הנחיה מקוונת 
10524 ,היסטוריה של הפסיכולוגיה ,הנחיה מקוונת 
10524 ,היסטוריה של הפסיכולוגיה ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10524 ,היסטוריה של הפסיכולוגיה ,תל אביב - קמפוס רמת אביב 
10524 ,היסטוריה של הפסיכולוגיה ,תל אביב - קמפוס רמת אביב 
10524 ,היסטוריה של הפסיכולוגיה ,רמת גן - מכללת רמת גן 
10524 ,היסטוריה של הפסיכולוגיה ,באר שבע - קמפוס בית יציב 
10524 ,היסטוריה של הפסיכולוגיה ,רחובות - מכללת רחובות 
12401 ,"היסטוריה, חברה ומדעי החברה ב ",תל אביב - קמפוס רמת אביב 
12401 ,"היסטוריה, חברה ומדעי החברה ב ",הנחיה מקוונת 
10902 ,היצירה הנבואית במקרא ,הנחיה מקוונת 
10902 ,היצירה הנבואית במקרא ,ללא מפגשי הנחיה 
10318 ,הכנסת שינויים למערכת החינוך ,הנחיה מקוונת 
10318 ,הכנסת שינויים למערכת החינוך ,ירושלים - שלוחת המכללה למדעי הספורט 
10318 ,הכנסת שינויים למערכת החינוך ,מרכז הגולן 
10318 ,הכנסת שינויים למערכת החינוך ,המכללה הישראלית למדעי הספורט - סחנין 
10318 ,הכנסת שינויים למערכת החינוך ,נצרת - האוניברסיטה הפתוחה 
10318 ,הכנסת שינויים למערכת החינוך ,חיפה - קמפוס חיפה בבית בירם 
10318 ,הכנסת שינויים למערכת החינוך ,ואדי ערה - קמפוס ואדי ערה 
10318 ,הכנסת שינויים למערכת החינוך ,בית ברל - המכללה הקהילתית 
10318 ,הכנסת שינויים למערכת החינוך ,רמת גן - מכללת רמת גן 
10318 ,הכנסת שינויים למערכת החינוך ,באר שבע - קמפוס בית יציב 
10318 ,הכנסת שינויים למערכת החינוך ,עכו - שלוחת המכללה למדעי הספורט 
10782 ,המהפכה הצרפתית ,הנחיה מקוונת 
10782 ,המהפכה הצרפתית ,תל אביב - תיכון חדש 
10646 ,המזרח התיכון בימינו ,הנחיה מקוונת 
10646 ,המזרח התיכון בימינו ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10646 ,המזרח התיכון בימינו ,סחנין - מרכז האוניברסיטה הפתוחה 
10646 ,המזרח התיכון בימינו ,המכללה הישראלית למדעי הספורט - סחנין 
10646 ,המזרח התיכון בימינו ,נצרת - האוניברסיטה הפתוחה 
10646 ,המזרח התיכון בימינו ,ואדי ערה - קמפוס ואדי ערה 
10646 ,המזרח התיכון בימינו ,אום אל פחם - המרכז הקהילתי העירוני 
10646 ,המזרח התיכון בימינו ,בית ברל - המכללה הקהילתית 
10646 ,המזרח התיכון בימינו ,תל אביב - ביס אליאנס 
10646 ,המזרח התיכון בימינו ,באר שבע - קמפוס בית יציב 
10646 ,המזרח התיכון בימינו ,עכו - שלוחת המכללה למדעי הספורט 
10646 ,המזרח התיכון בימינו ,אילת - האוניברסיטה הפתוחה 
10425 ,המזרח התיכון בין מלחמות-העולם ,הנחיה מקוונת 
10425 ,המזרח התיכון בין מלחמות-העולם ,סחנין - מרכז האוניברסיטה הפתוחה 
10425 ,המזרח התיכון בין מלחמות-העולם (שפה – ערבית) ,מרכז הגולן 
10425 ,המזרח התיכון בין מלחמות-העולם ,נצרת - האוניברסיטה הפתוחה 
10425 ,המזרח התיכון בין מלחמות-העולם ,חיפה - קמפוס חיפה בבית בירם 
10425 ,המזרח התיכון בין מלחמות-העולם ,ואדי ערה - קמפוס ואדי ערה 
13033 ,המערכת הפיננסית ושוק ההון ,הנחיה מקוונת 
13033 ,המערכת הפיננסית ושוק ההון ,תל אביב - קמפוס רמת אביב 
10790 ,המשפט המינהלי של ישראל ,ללא מפגשי הנחיה 
10790 ,המשפט המינהלי של ישראל ,חיפה - קמפוס חיפה בבית בירם 
10790 ,המשפט המינהלי של ישראל ,תל אביב - תיכון חדש 
10790 ,המשפט המינהלי של ישראל ,תל אביב - ביס אליאנס 
10790 ,המשפט המינהלי של ישראל ,תל אביב - ביס אליאנס 
10626 ,הסגנון הקלאסי ,הנחיה מקוונת 
10626 ,הסגנון הקלאסי ,ללא מפגשי הנחיה 
10112 ,הסיפור העברי בראשית המאה ה-20 ,הנחיה מקוונת 
10112 ,הסיפור העברי בראשית המאה ה-20 ,ללא מפגשי הנחיה 
10112 ,הסיפור העברי בראשית המאה ה-20 ,נצרת - האוניברסיטה הפתוחה 
10112 ,הסיפור העברי בראשית המאה ה-20 ,ואדי ערה - קמפוס ואדי ערה 
10112 ,הסיפור העברי בראשית המאה ה-20 ,תל אביב - ביס אליאנס 
10112 ,הסיפור העברי בראשית המאה ה-20 ,באר שבע - קמפוס בית יציב 
30204 ,הסקה סטטיסטית ,הנחיה מקוונת 
30204 ,הסקה סטטיסטית ,הנחיה מקוונת 
30204 ,הסקה סטטיסטית ,הנחיה מקוונת 
30204 ,הסקה סטטיסטית ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
30204 ,הסקה סטטיסטית ,חיפה - קמפוס חיפה בנמל 
30204 ,הסקה סטטיסטית ,חיפה - קמפוס חיפה בבית בירם 
30204 ,הסקה סטטיסטית ,תל אביב - קמפוס רמת אביב 
30204 ,הסקה סטטיסטית ,תל אביב - ביס אליאנס 
30204 ,הסקה סטטיסטית ,תל אביב - ביס אליאנס 
30204 ,הסקה סטטיסטית ,רמת גן - מכללת רמת גן 
30204 ,הסקה סטטיסטית ,רמת גן - מכללת רמת גן 
30204 ,הסקה סטטיסטית ,באר שבע - קמפוס בית יציב 
10907 ,הסתברות ומודלים סטוכסטיים בחקר ביצועים ,ללא מפגשי הנחיה 
10907 ,הסתברות ומודלים סטוכסטיים בחקר ביצועים ,חיפה - קמפוס חיפה בנמל 
10907 ,הסתברות ומודלים סטוכסטיים בחקר ביצועים ,תל אביב - קמפוס רמת אביב 
10907 ,הסתברות ומודלים סטוכסטיים בחקר ביצועים ,תל אביב - ביס אליאנס 
10907 ,הסתברות ומודלים סטוכסטיים בחקר ביצועים ,תל אביב - ביס אליאנס 
20425 ,הסתברות לתלמידי מדעי המחשב ,הנחיה מקוונת 
20425 ,הסתברות לתלמידי מדעי המחשב ,הנחיה מקוונת 
20425 ,הסתברות לתלמידי מדעי המחשב ,הנחיה מקוונת 
20425 ,הסתברות לתלמידי מדעי המחשב ,חיפה - קמפוס חיפה בנמל 
20425 ,הסתברות לתלמידי מדעי המחשב ,תל אביב - ביס אליאנס 
20425 ,הסתברות לתלמידי מדעי המחשב ,תל אביב - ביס אליאנס 
20425 ,הסתברות לתלמידי מדעי המחשב ,רמת גן - מכללת רמת גן 
20425 ,הסתברות לתלמידי מדעי המחשב ,ערד - מרכז הצעירים האוניברסיטה הפתוחה 
20543 ,הסתגלות והתאמה לעקות סביבה בצמחים ,קבוצת קורס ארצית 
10930 ,העבדות בעת העתיקה ,הנחיה מקוונת 
10930 ,העבדות בעת העתיקה ,ללא מפגשי הנחיה 
13039 ,הערכת תפקוד בארגון: התפתחות ושינוי ,הנחיה מקוונת 
10352 ,הפסיכולוגיה של השיפוט האינטואיטיבי ,חיפה - קמפוס חיפה בבית בירם 
10352 ,הפסיכולוגיה של השיפוט האינטואיטיבי ,תל אביב - קמפוס רמת אביב 
10352 ,הפסיכולוגיה של השיפוט האינטואיטיבי ,תל אביב - ביס אליאנס 
10352 ,הפסיכולוגיה של השיפוט האינטואיטיבי ,רמת גן - מכללת רמת גן 
14020 ,הפקת תועלת מממצאי הערכה לקידום הלמידה ,הנחיה מקוונת 
10563 ,הפרעת קשב והיפראקטיביות ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10563 ,הפרעת קשב והיפראקטיביות ,מרכז הגולן 
10563 ,הפרעת קשב והיפראקטיביות ,הכפר הירוק 
10563 ,הפרעת קשב והיפראקטיביות ,תל אביב - ביס אליאנס 
10563 ,הפרעת קשב והיפראקטיביות ,רמת גן - מכללת רמת גן 
10563 ,הפרעת קשב והיפראקטיביות ,ראשון לציון - מכללת ראשון לציון 
10335 ,הקבוצה הכנענית: בין אידיאולוגיה וספרות ,הנחיה מקוונת 
10335 ,הקבוצה הכנענית: בין אידיאולוגיה וספרות ,ללא מפגשי הנחיה 
10939 ,הקולנוע הישראלי במפנה האלף ,הנחיה מקוונת 
10939 ,הקולנוע הישראלי במפנה האלף ,רמת השרון - בית הספר רימון 
10578 ,הקולנוע הפלסטיני ,הנחיה מקוונת 
10578 ,הקולנוע הפלסטיני ,המכללה הישראלית למדעי הספורט - סחנין 
10578 ,הקולנוע הפלסטיני ,ואדי ערה - קמפוס ואדי ערה 
10578 ,הקולנוע הפלסטיני ,תל אביב - קמפוס רמת אביב 
10578 ,הקולנוע הפלסטיני ,עכו - שלוחת המכללה למדעי הספורט 
10655 ,הקולנוע כהיסטוריה ,הנחיה מקוונת 
10655 ,הקולנוע כהיסטוריה ,תל אביב - קמפוס רמת אביב 
10747 ,"הקומדיה הרומנטית: היסטוריה, אידיאולוגיה ",הנחיה מקוונת 
10747 ,"הקומדיה הרומנטית: היסטוריה, אידיאולוגיה ",חיפה - קמפוס חיפה בבית בירם 
10747 ,"הקומדיה הרומנטית: היסטוריה, אידיאולוגיה ",תל אביב - קמפוס רמת אביב 
96266 ,הקניית כישורי למידה לדוברי ערבית ,מרכז הגולן 
96266 ,הקניית כישורי למידה לדוברי ערבית ,נצרת - האוניברסיטה הפתוחה 
96266 ,הקניית כישורי למידה לדוברי ערבית ,ואדי ערה - קמפוס ואדי ערה 
96266 ,הקניית כישורי למידה לדוברי ערבית ,ואדי ערה - קמפוס ואדי ערה 
13041 ,השבחת ערך חברות ,הנחיה מקוונת 
20492 ,השלמות בחשבון אינטגרלי ,הנחיה מקוונת 
20492 ,השלמות בחשבון אינטגרלי ,חיפה - קמפוס חיפה בבית בירם 
20492 ,השלמות בחשבון אינטגרלי ,תל אביב - קמפוס רמת אביב 
20492 ,השלמות בחשבון אינטגרלי ,תל אביב - קמפוס רמת אביב 
20452 ,התא: מבנה ופעילות (מתכונת סמסטריאלית) ,הנחיה מקוונת 
20452 ,התא: מבנה ופעילות (מתכונת סמסטריאלית) ,תל אביב - ביס אליאנס 
10919 ,התאטרון הישראלי קונפליקטים ותהליכי שינוי ,הנחיה מקוונת 
10919 ,התאטרון הישראלי קונפליקטים ותהליכי שינוי ,סחנין - מרכז האוניברסיטה הפתוחה 
10919 ,התאטרון הישראלי קונפליקטים ותהליכי שינוי ,מרכז הגולן 
10919 ,התאטרון הישראלי קונפליקטים ותהליכי שינוי ,ואדי ערה - קמפוס ואדי ערה 
10430 ,התנהגות ארגונית-מיקרו ,הנחיה מקוונת 
10430 ,התנהגות ארגונית-מיקרו ,הנחיה מקוונת 
10430 ,התנהגות ארגונית-מיקרו ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10430 ,התנהגות ארגונית-מיקרו ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10430 ,התנהגות ארגונית-מיקרו ,כרמיאל - האוניברסיטה הפתוחה 
10430 ,התנהגות ארגונית-מיקרו ,חיפה - קמפוס חיפה בנמל 
10430 ,התנהגות ארגונית-מיקרו ,חיפה - קמפוס חיפה בבית בירם 
10430 ,התנהגות ארגונית-מיקרו ,חיפה - קמפוס חיפה בבית בירם 
10430 ,התנהגות ארגונית-מיקרו ,ואדי ערה - קמפוס ואדי ערה 
10430 ,התנהגות ארגונית-מיקרו ,פתח תקוה - מכללת פתח תקוה 
10430 ,התנהגות ארגונית-מיקרו ,"רעננה- האופ, מכללה העירונית "
10430 ,התנהגות ארגונית-מיקרו ,תל אביב - קמפוס רמת אביב 
10430 ,התנהגות ארגונית-מיקרו ,תל אביב - קמפוס רמת אביב 
10430 ,התנהגות ארגונית-מיקרו ,תל אביב - ביס אליאנס 
10430 ,התנהגות ארגונית-מיקרו ,תל אביב - ביס אליאנס 
10430 ,התנהגות ארגונית-מיקרו ,רמת גן - מכללת רמת גן 
10430 ,התנהגות ארגונית-מיקרו ,רמת גן - מכללת רמת גן 
10430 ,התנהגות ארגונית-מיקרו ,רמת גן - מכללת רמת גן 
10430 ,התנהגות ארגונית-מיקרו ,רמת גן - מכללת רמת גן 
10430 ,התנהגות ארגונית-מיקרו ,רמת גן - מכללת רמת גן 
10430 ,התנהגות ארגונית-מיקרו ,באר שבע - קמפוס בית יציב 
10430 ,התנהגות ארגונית-מיקרו ,באר שבע - קמפוס בית יציב 
10430 ,התנהגות ארגונית-מיקרו ,רחובות - מכללת רחובות 
10430 ,התנהגות ארגונית-מיקרו ,ראשון לציון - מכללת ראשון לציון 
10430 ,התנהגות ארגונית-מיקרו ,רמלה -האוניברסיטה הפתוחה-קרן רמלה לחינוך 
10430 ,התנהגות ארגונית-מיקרו ,אשדוד - מכללת אשדוד 
10430 ,התנהגות ארגונית-מיקרו ,אילת - האוניברסיטה הפתוחה 
10434 ,התנהגות ארגונית-מקרו ,הנחיה מקוונת 
10434 ,התנהגות ארגונית-מקרו ,הנחיה מקוונת 
10434 ,התנהגות ארגונית-מקרו ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10434 ,התנהגות ארגונית-מקרו ,חיפה והצפון - המכללה למינהל 
10434 ,התנהגות ארגונית-מקרו ,דעת ירושלים 
10434 ,התנהגות ארגונית-מקרו ,נצרת - האוניברסיטה הפתוחה 
10434 ,התנהגות ארגונית-מקרו ,חיפה - קמפוס חיפה בנמל 
10434 ,התנהגות ארגונית-מקרו ,חיפה - קמפוס חיפה בבית בירם 
10434 ,התנהגות ארגונית-מקרו ,רעננה - האוניברסיטה הפתוחה ברעננה 
10434 ,התנהגות ארגונית-מקרו ,נתניה - מרכז לימוד נתניה 
10434 ,התנהגות ארגונית-מקרו ,פתח תקוה - מכללת פתח תקוה 
10434 ,התנהגות ארגונית-מקרו ,תל אביב - קמפוס רמת אביב 
10434 ,התנהגות ארגונית-מקרו ,תל אביב - ביס אליאנס 
10434 ,התנהגות ארגונית-מקרו ,רמת גן - מכללת רמת גן 
10434 ,התנהגות ארגונית-מקרו ,רמת גן - מכללת רמת גן 
10434 ,התנהגות ארגונית-מקרו ,רמת גן - מכללת רמת גן 
10434 ,התנהגות ארגונית-מקרו ,רמת גן - מכללת רמת גן 
10434 ,התנהגות ארגונית-מקרו ,רמת גן - מכללת רמת גן 
10434 ,התנהגות ארגונית-מקרו ,באר שבע - קמפוס בית יציב 
10434 ,התנהגות ארגונית-מקרו ,באר שבע - קמפוס בית יציב 
10434 ,התנהגות ארגונית-מקרו ,בת ים - מכללת בת-ים 
10434 ,התנהגות ארגונית-מקרו ,רחובות - מכללת רחובות 
10434 ,התנהגות ארגונית-מקרו ,אשדוד - מכללת אשדוד 
10455 ,התנהגות צרכנים ,הנחיה מקוונת 
10455 ,התנהגות צרכנים ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10455 ,התנהגות צרכנים ,פתח תקוה - מכללת פתח תקוה 
10455 ,התנהגות צרכנים ,ירושלים - בית ברכה 
10455 ,התנהגות צרכנים ,תל אביב - ביס אליאנס 
10455 ,התנהגות צרכנים ,תל אביב - ביס אליאנס 
10455 ,התנהגות צרכנים ,רמת גן - מכללת רמת גן 
10455 ,התנהגות צרכנים ,רחובות - מכללת רחובות 
10455 ,התנהגות צרכנים ,אשדוד - מכללת אשדוד 
10686 ,"התנסות במחקר, רגרסיה וניתוח שונות ",הנחיה מקוונת 
10686 ,"התנסות במחקר, רגרסיה וניתוח שונות ",מרכז י.נ.ר (ער) - ירושלים 
10686 ,"התנסות במחקר, רגרסיה וניתוח שונות ",ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10686 ,"התנסות במחקר, רגרסיה וניתוח שונות ",חיפה - קמפוס חיפה בבית בירם 
10686 ,"התנסות במחקר, רגרסיה וניתוח שונות ",רעננה - האוניברסיטה הפתוחה ברעננה 
10686 ,"התנסות במחקר, רגרסיה וניתוח שונות ",פתח תקוה - מכללת פתח תקוה 
10686 ,"התנסות במחקר, רגרסיה וניתוח שונות ",תל אביב - קמפוס רמת אביב 
10686 ,"התנסות במחקר, רגרסיה וניתוח שונות ",תל אביב - ביס אליאנס 
10686 ,"התנסות במחקר, רגרסיה וניתוח שונות ",תל אביב - ביס אליאנס 
10686 ,"התנסות במחקר, רגרסיה וניתוח שונות ",רמת גן - מכללת רמת גן 
10686 ,"התנסות במחקר, רגרסיה וניתוח שונות ",רמת גן - מכללת רמת גן 
20403 ,התקני מוליכים למחצה ומיקרואלקטרוניקה ,ללא מפגשי הנחיה 
20403 ,התקני מוליכים למחצה ומיקרואלקטרוניקה ,תל אביב - ביס אליאנס 
10911 ,ז`אנרים של המותחן בקולנוע ,הנחיה מקוונת 
10911 ,ז`אנרים של המותחן בקולנוע ,תל אביב - קמפוס רמת אביב 
10927 ,"זיכרון, טראומה ופנטזיה בקולנוע האמריקני ",הנחיה מקוונת 
10535 ,זכויות האדם ביחסים הבין-לאומיים ,הנחיה מקוונת 
10535 ,זכויות האדם ביחסים הבין-לאומיים ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10535 ,זכויות האדם ביחסים הבין-לאומיים ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10535 ,זכויות האדם ביחסים הבין-לאומיים ,תל אביב - ביס אליאנס 
10535 ,זכויות האדם ביחסים הבין-לאומיים ,תל אביב - ביס אליאנס 
10535 ,זכויות האדם ביחסים הבין-לאומיים ,רמת גן - מכללת רמת גן 
10737 ,"חברה, פוליטיקה וכלכלה ",הנחיה מקוונת 
10737 ,"חברה, פוליטיקה וכלכלה ",ללא מפגשי הנחיה 
12407 ,חברות מוסלמיות בחופי הים האדום ,תל אביב - קמפוס רמת אביב 
12407 ,חברות מוסלמיות בחופי הים האדום ,הנחיה מקוונת 
10958 ,חווית הצפייה הקולנועית ,ללא מפגשי הנחיה 
10958 ,חווית הצפייה הקולנועית ,תל אביב - ביס אליאנס 
10336 ,"חירויות הפרט בממשל ארה""ב ",הנחיה מקוונת 
10336 ,"חירויות הפרט בממשל ארה""ב ",הנחיה מקוונת 
10336 ,"חירויות הפרט בממשל ארה""ב ",חיפה - קמפוס חיפה בבית בירם 
10336 ,"חירויות הפרט בממשל ארה""ב ",אור יהודה - מכללת אור יהודה 
10336 ,"חירויות הפרט בממשל ארה""ב ",אור יהודה - מכללת אור יהודה 
10336 ,"חירויות הפרט בממשל ארה""ב ",אור יהודה - מכללת אור יהודה 
10336 ,"חירויות הפרט בממשל ארה""ב ",שדרות - מתנס שדרות 
10336 ,"חירויות הפרט בממשל ארה""ב ",אשדוד - מכללת אשדוד 
14006 ,חלופות בהערכת הישגים ,הנחיה מקוונת 
10143 ,חקר השפה: יסודות ויישומים ,הנחיה מקוונת 
10143 ,חקר השפה: יסודות ויישומים ,נצרת - האוניברסיטה הפתוחה 
10715 ,חקר עבודה ,ללא מפגשי הנחיה 
10715 ,חקר עבודה ,חיפה - קמפוס חיפה בנמל 
10715 ,חקר עבודה ,תל אביב - קמפוס רמת אביב 
10715 ,חקר עבודה ,תל אביב - קמפוס רמת אביב 
10715 ,חקר עבודה ,רמת גן - מכללת רמת גן 
20474 ,חשבון אינפיניטסימלי 1 ,הנחיה מקוונת 
20474 ,חשבון אינפיניטסימלי 1 ,הנחיה מקוונת 
